,Home Team,Away Team,Score,Half Time Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Possession %,Away Team Possession %,Home Team Off Target Shots,Home Team On Target Shots,Home Team Total Shots,Home Team Blocked Shots,Home Team Corners,Home Team Throw Ins,Home Team Pass Success %,Home Team Aerials Won,Home Team Clearances,Home Team Fouls,Home Team Yellow Cards,Home Team Second Yellow Cards,Home Team Red Cards,Away Team Off Target Shots,Away Team On Target Shots,Away Team Total Shots,Away Team Blocked Shots,Away Team Corners,Away Team Throw Ins,Away Team Pass Success %,Away Team Aerials Won,Away Team Clearances,Away Team Fouls,Away Team Yellow Cards,Away Team Second Yellow Cards,Away Team Red Cards,Home Team Goals Scored,Away Team Goals Scored,Home Team Goals Conceeded,Away Team Goals Conceeded,year
2439,OSASUNA,ALAVÉS,1-1,0-0,4.2,5.4,6.1,32,68,5.0,3.0,8.0,0.0,5.0,16.0,57.0,21.0,32.0,12.0,3.0,0.0,1.0,6.0,1.0,15.0,8.0,4.0,18.0,81.0,19.0,22.0,9.0,4.0,0.0,0.0,1,1,1,1,2020
2440,VILLARREAL,LEVANTE,2-1,1-0,5.8,7.2,5.7,50,50,2.0,7.0,12.0,3.0,3.0,17.0,86.0,13.0,24.0,12.0,1.0,0.0,0.0,6.0,2.0,9.0,1.0,5.0,23.0,82.0,6.0,7.0,11.0,1.0,0.0,0.0,2,1,1,2,2020
2441,REAL BETIS,SEVILLA FC,1-1,0-0,4.4,5.8,5.9,45,55,7.0,3.0,16.0,6.0,2.0,21.0,79.0,13.0,10.0,15.0,5.0,0.0,0.0,3.0,2.0,6.0,1.0,1.0,24.0,83.0,15.0,17.0,18.0,2.0,0.0,0.0,1,1,1,1,2020
2442,GETAFE,VALLADOLID,0-1,0-1,3.3,5.7,6.7,54,46,5.0,4.0,11.0,2.0,5.0,28.0,73.0,27.0,20.0,13.0,3.0,0.0,0.0,2.0,2.0,8.0,4.0,9.0,20.0,67.0,21.0,22.0,13.0,2.0,0.0,0.0,0,1,1,0,2020
2443,REAL MADRID,CELTA,2-0,1-0,3.5,7.3,5.6,41,59,6.0,2.0,9.0,1.0,1.0,9.0,87.0,14.0,21.0,14.0,4.0,0.0,0.0,2.0,1.0,6.0,3.0,5.0,18.0,89.0,12.0,6.0,14.0,2.0,0.0,0.0,2,0,0,2,2020
2444,ATHLETIC,ELCHE,1-0,1-0,3.2,6.5,6.1,49,51,7.0,2.0,13.0,4.0,5.0,13.0,84.0,13.0,21.0,15.0,2.0,0.0,0.0,2.0,2.0,5.0,1.0,4.0,23.0,83.0,12.0,9.0,13.0,1.0,0.0,0.0,1,0,0,1,2020
2445,ALAVÉS,ATLETICO MADRID,1-2,0-1,5.9,5.4,6.7,41,59,3.0,1.0,4.0,0.0,1.0,22.0,74.0,9.0,11.0,14.0,0.0,0.0,1.0,2.0,4.0,8.0,2.0,5.0,18.0,82.0,12.0,9.0,12.0,2.0,0.0,0.0,1,2,2,1,2020
2446,EIBAR,GRANADA,2-0,0-0,4.5,6.1,5.0,56,44,1.0,7.0,15.0,7.0,4.0,45.0,62.0,43.0,18.0,10.0,2.0,0.0,0.0,2.0,3.0,6.0,1.0,2.0,38.0,49.0,44.0,38.0,9.0,1.0,0.0,0.0,2,0,0,2,2020
2447,REAL SOCIEDAD,OSASUNA,1-1,0-1,3.7,6.2,6.0,62,38,5.0,2.0,8.0,1.0,7.0,35.0,75.0,22.0,3.0,15.0,1.0,0.0,0.0,2.0,2.0,6.0,2.0,2.0,22.0,59.0,39.0,29.0,8.0,1.0,0.0,0.0,1,1,1,1,2020
2448,HUESCA,BARCELONA,0-1,0-1,3.9,5.9,6.8,31,69,0.0,4.0,4.0,0.0,2.0,8.0,82.0,2.0,18.0,12.0,1.0,0.0,0.0,10.0,7.0,20.0,3.0,6.0,16.0,91.0,9.0,6.0,11.0,0.0,0.0,0.0,0,1,1,0,2020
2449,VALENCIA,CÁDIZ CF,1-1,0-0,4.6,6.2,6.4,71,29,3.0,4.0,11.0,4.0,9.0,23.0,86.0,19.0,12.0,11.0,2.0,0.0,0.0,7.0,2.0,9.0,0.0,7.0,10.0,67.0,18.0,32.0,17.0,2.0,0.0,0.0,1,1,1,1,2020
2450,CELTA,VILLARREAL,0-4,0-4,5.7,4.9,8.1,57,43,2.0,3.0,8.0,3.0,3.0,19.0,88.0,11.0,12.0,15.0,1.0,0.0,0.0,5.0,6.0,15.0,4.0,4.0,16.0,84.0,13.0,14.0,18.0,0.0,0.0,0.0,0,4,4,0,2020
2451,SEVILLA FC,REAL SOCIEDAD,3-2,2-2,7.7,6.6,5.8,60,40,3.0,7.0,12.0,2.0,2.0,17.0,82.0,15.0,19.0,8.0,0.0,0.0,0.0,2.0,4.0,10.0,4.0,9.0,16.0,77.0,13.0,23.0,18.0,3.0,0.0,0.0,3,2,2,3,2020
2452,GRANADA,BARCELONA,0-4,0-3,5.3,4.7,8.1,28,72,2.0,4.0,8.0,2.0,4.0,8.0,79.0,7.0,6.0,16.0,2.0,0.0,1.0,5.0,4.0,13.0,4.0,1.0,16.0,92.0,12.0,11.0,3.0,3.0,0.0,0.0,0,4,4,0,2020
2453,OSASUNA,REAL MADRID,0-0,0-0,2.0,6.7,6.3,30,70,4.0,2.0,8.0,2.0,2.0,20.0,73.0,13.0,22.0,9.0,0.0,0.0,0.0,4.0,1.0,9.0,4.0,4.0,21.0,90.0,13.0,10.0,3.0,0.0,0.0,0.0,0,0,0,0,2020
2454,LEVANTE,EIBAR,2-1,0-0,5.1,6.5,6.1,53,47,1.0,2.0,4.0,1.0,4.0,25.0,71.0,25.0,33.0,12.0,2.0,0.0,0.0,8.0,4.0,17.0,5.0,9.0,30.0,70.0,17.0,18.0,8.0,0.0,0.0,0.0,2,1,1,2,2020
2455,CÁDIZ CF,ALAVÉS,3-1,1-1,6.5,7.2,4.1,39,61,3.0,7.0,10.0,0.0,4.0,24.0,65.0,21.0,13.0,17.0,1.0,0.0,0.0,3.0,2.0,5.0,0.0,1.0,23.0,77.0,35.0,17.0,10.0,3.0,1.0,0.0,3,1,1,3,2020
2456,VALLADOLID,VALENCIA,0-1,0-0,4.5,5.7,6.4,42,58,5.0,4.0,11.0,2.0,0.0,14.0,75.0,16.0,16.0,14.0,2.0,0.0,0.0,6.0,6.0,17.0,5.0,4.0,18.0,78.0,29.0,13.0,14.0,3.0,0.0,0.0,0,1,1,0,2020
2457,ELCHE,GETAFE,1-3,1-1,6.5,4.9,7.1,46,54,2.0,4.0,7.0,1.0,1.0,22.0,83.0,12.0,29.0,14.0,3.0,1.0,0.0,2.0,7.0,14.0,5.0,7.0,15.0,85.0,13.0,5.0,16.0,2.0,0.0,0.0,1,3,3,1,2020
2458,HUESCA,REAL BETIS,0-2,0-0,4.8,5.7,6.4,49,51,6.0,3.0,10.0,1.0,3.0,20.0,80.0,13.0,17.0,12.0,2.0,0.0,0.0,6.0,5.0,15.0,4.0,6.0,20.0,80.0,18.0,23.0,13.0,1.0,1.0,0.0,0,2,2,0,2020
2459,ATLETICO MADRID,ATHLETIC,2-1,1-1,5.3,6.9,5.6,47,53,3.0,5.0,11.0,3.0,5.0,9.0,84.0,13.0,21.0,12.0,2.0,0.0,0.0,0.0,2.0,4.0,2.0,4.0,33.0,83.0,9.0,11.0,13.0,2.0,0.0,0.0,2,1,1,2,2020
2460,REAL MADRID,ATHLETIC,3-1,1-0,6.8,7.0,5.1,68,32,9.0,5.0,18.0,4.0,6.0,22.0,92.0,11.0,8.0,8.0,1.0,0.0,0.0,3.0,4.0,10.0,3.0,6.0,17.0,77.0,6.0,19.0,9.0,2.0,1.0,0.0,3,1,1,3,2020
2461,BARCELONA,REAL SOCIEDAD,2-1,2-1,5.9,6.5,6.0,53,47,7.0,4.0,14.0,3.0,2.0,15.0,84.0,16.0,11.0,18.0,3.0,0.0,0.0,3.0,5.0,12.0,4.0,3.0,13.0,82.0,16.0,8.0,14.0,3.0,0.0,0.0,2,1,1,2,2020
2462,VALLADOLID,ELCHE,2-2,0-2,7.8,5.9,6.6,62,38,8.0,2.0,13.0,3.0,4.0,22.0,86.0,12.0,10.0,14.0,1.0,0.0,1.0,4.0,3.0,9.0,2.0,5.0,15.0,79.0,6.0,23.0,19.0,3.0,0.0,0.0,2,2,2,2,2020
2463,CÁDIZ CF,LEVANTE,2-2,2-2,6.8,6.0,6.0,30,70,5.0,2.0,8.0,1.0,5.0,15.0,67.0,17.0,11.0,13.0,3.0,0.0,0.0,2.0,5.0,8.0,1.0,2.0,19.0,84.0,20.0,9.0,11.0,1.0,0.0,0.0,2,2,2,2,2020
2464,ALAVÉS,SEVILLA FC,1-2,1-2,5.3,5.2,6.2,37,63,3.0,3.0,12.0,6.0,3.0,29.0,69.0,23.0,12.0,15.0,3.0,0.0,0.0,1.0,3.0,7.0,3.0,2.0,23.0,80.0,24.0,26.0,14.0,3.0,0.0,0.0,1,2,2,1,2020
2465,GETAFE,HUESCA,1-0,0-0,3.9,6.3,6.0,48,52,4.0,5.0,12.0,3.0,3.0,28.0,74.0,19.0,24.0,15.0,2.0,0.0,0.0,7.0,3.0,15.0,5.0,8.0,26.0,75.0,20.0,14.0,14.0,3.0,0.0,0.0,1,0,0,1,2020
2466,REAL BETIS,CELTA,2-1,2-1,5.6,6.7,5.9,42,58,4.0,4.0,12.0,4.0,5.0,28.0,74.0,16.0,11.0,13.0,2.0,0.0,0.0,5.0,3.0,10.0,2.0,6.0,22.0,80.0,15.0,12.0,16.0,3.0,0.0,0.0,2,1,1,2,2020
2467,VILLARREAL,GRANADA,2-2,1-1,6.5,6.0,5.5,69,31,1.0,3.0,8.0,4.0,3.0,25.0,87.0,17.0,5.0,11.0,3.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,22.0,70.0,13.0,10.0,11.0,4.0,0.0,1.0,2,2,2,2,2020
2468,VALENCIA,OSASUNA,1-1,0-1,4.8,6.3,5.8,64,36,4.0,3.0,10.0,3.0,9.0,21.0,85.0,21.0,7.0,8.0,1.0,0.0,0.0,6.0,5.0,14.0,3.0,4.0,13.0,73.0,23.0,25.0,17.0,3.0,0.0,0.0,1,1,1,1,2020
2469,EIBAR,ATLETICO MADRID,1-2,1-1,5.5,5.0,6.5,35,65,9.0,2.0,12.0,1.0,3.0,32.0,57.0,22.0,17.0,24.0,3.0,0.0,0.0,2.0,4.0,9.0,3.0,3.0,28.0,78.0,23.0,27.0,9.0,2.0,0.0,0.0,1,2,2,1,2020
2470,LEVANTE,VALLADOLID,2-2,0-0,6.5,6.4,6.4,59,41,4.0,3.0,11.0,4.0,8.0,18.0,83.0,18.0,8.0,16.0,0.0,0.0,0.0,4.0,3.0,7.0,0.0,2.0,25.0,74.0,15.0,19.0,12.0,1.0,0.0,0.0,2,2,2,2,2020
2471,HUESCA,VILLARREAL,0-0,0-0,2.0,6.4,6.5,44,56,3.0,1.0,5.0,1.0,1.0,21.0,79.0,12.0,13.0,9.0,3.0,0.0,0.0,5.0,2.0,8.0,1.0,2.0,22.0,85.0,21.0,15.0,15.0,1.0,0.0,0.0,0,0,0,0,2020
2472,SEVILLA FC,CÁDIZ CF,3-0,2-0,5.3,7.3,4.9,80,20,6.0,7.0,15.0,2.0,7.0,18.0,90.0,13.0,11.0,12.0,1.0,0.0,0.0,6.0,3.0,9.0,0.0,6.0,18.0,57.0,12.0,19.0,6.0,3.0,0.0,0.0,3,0,0,3,2020
2473,REAL SOCIEDAD,REAL BETIS,2-2,0-0,7.5,6.5,6.3,53,47,5.0,6.0,12.0,1.0,8.0,25.0,80.0,23.0,10.0,14.0,2.0,0.0,0.0,1.0,4.0,7.0,2.0,3.0,15.0,81.0,14.0,28.0,13.0,2.0,0.0,0.0,2,2,2,2,2020
2474,ALAVÉS,REAL MADRID,1-4,0-3,6.4,4.4,8.1,39,61,7.0,4.0,15.0,4.0,4.0,18.0,82.0,7.0,7.0,16.0,5.0,0.0,0.0,3.0,7.0,10.0,1.0,4.0,11.0,89.0,11.0,13.0,7.0,3.0,0.0,0.0,1,4,4,1,2020
2475,OSASUNA,GRANADA,3-1,2-0,5.6,6.3,4.7,49,51,2.0,4.0,7.0,1.0,1.0,20.0,61.0,28.0,16.0,15.0,4.0,1.0,0.0,8.0,1.0,12.0,3.0,5.0,32.0,65.0,17.0,10.0,15.0,4.0,0.0,0.0,3,1,1,3,2020
2476,ELCHE,BARCELONA,0-2,0-1,4.7,5.1,7.3,35,65,2.0,2.0,4.0,0.0,0.0,10.0,84.0,3.0,18.0,15.0,0.0,0.0,0.0,6.0,8.0,15.0,1.0,7.0,15.0,91.0,5.0,5.0,9.0,2.0,0.0,0.0,0,2,2,0,2020
2477,CELTA,EIBAR,1-1,1-0,4.1,6.1,6.2,56,44,3.0,4.0,8.0,1.0,0.0,28.0,76.0,27.0,20.0,10.0,4.0,0.0,0.0,4.0,2.0,9.0,3.0,6.0,26.0,71.0,28.0,10.0,16.0,3.0,0.0,0.0,1,1,1,1,2020
2478,ATLETICO MADRID,VALENCIA,3-1,1-1,6.0,6.8,5.6,49,51,4.0,5.0,14.0,5.0,7.0,20.0,81.0,11.0,19.0,11.0,2.0,0.0,0.0,2.0,4.0,8.0,2.0,7.0,15.0,83.0,17.0,12.0,14.0,0.0,0.0,0.0,3,1,1,3,2020
2479,ATHLETIC,GETAFE,5-1,1-1,5.9,8.0,4.1,52,48,3.0,8.0,11.0,0.0,4.0,20.0,71.0,24.0,15.0,13.0,4.0,0.0,0.0,3.0,2.0,6.0,1.0,4.0,23.0,74.0,15.0,11.0,18.0,4.0,0.0,0.0,5,1,1,5,2020
2480,VALLADOLID,HUESCA,1-3,0-1,6.6,4.6,7.8,55,45,8.0,4.0,14.0,2.0,6.0,19.0,82.0,8.0,12.0,12.0,2.0,0.0,0.0,5.0,5.0,11.0,1.0,7.0,19.0,77.0,24.0,18.0,12.0,2.0,0.0,0.0,1,3,3,1,2020
2481,EIBAR,SEVILLA FC,0-2,0-1,4.8,5.1,6.6,50,50,9.0,6.0,17.0,2.0,6.0,16.0,77.0,17.0,5.0,10.0,4.0,0.0,0.0,3.0,4.0,7.0,0.0,2.0,28.0,75.0,26.0,22.0,12.0,3.0,0.0,0.0,0,2,2,0,2020
2482,REAL MADRID,LEVANTE,1-2,1-1,6.6,5.0,7.0,47,53,5.0,2.0,8.0,1.0,3.0,16.0,86.0,6.0,13.0,9.0,1.0,0.0,1.0,3.0,8.0,14.0,3.0,7.0,13.0,88.0,6.0,12.0,20.0,2.0,0.0,0.0,1,2,2,1,2020
2483,VALENCIA,ELCHE,1-0,1-0,3.7,6.0,5.3,45,55,6.0,4.0,14.0,4.0,4.0,16.0,80.0,12.0,24.0,18.0,1.0,0.0,0.0,7.0,1.0,10.0,2.0,10.0,13.0,82.0,15.0,12.0,15.0,7.0,0.0,0.0,1,0,0,1,2020
2484,VILLARREAL,REAL SOCIEDAD,1-1,1-0,4.6,6.2,6.4,35,65,1.0,2.0,4.0,1.0,1.0,12.0,80.0,14.0,22.0,10.0,1.0,0.0,0.0,6.0,3.0,12.0,3.0,7.0,15.0,86.0,15.0,6.0,17.0,3.0,0.0,0.0,1,1,1,1,2020
2485,GETAFE,ALAVÉS,0-0,0-0,1.5,5.8,5.6,59,41,5.0,1.0,6.0,1.0,5.0,40.0,62.0,30.0,14.0,20.0,3.0,0.0,0.0,3.0,1.0,5.0,1.0,2.0,23.0,47.0,31.0,28.0,19.0,3.0,0.0,0.0,0,0,0,0,2020
2486,CÁDIZ CF,ATLETICO MADRID,2-4,1-2,7.9,5.4,6.7,48,52,5.0,6.0,11.0,0.0,2.0,23.0,84.0,15.0,7.0,7.0,1.0,0.0,0.0,4.0,4.0,9.0,1.0,2.0,17.0,85.0,18.0,17.0,7.0,5.0,0.0,0.0,2,4,4,2,2020
2487,GRANADA,CELTA,0-0,0-0,2.2,6.4,5.8,35,65,4.0,5.0,10.0,1.0,6.0,25.0,65.0,14.0,16.0,16.0,2.0,0.0,0.0,2.0,1.0,7.0,4.0,5.0,30.0,79.0,25.0,16.0,19.0,4.0,0.0,0.0,0,0,0,0,2020
2488,BARCELONA,ATHLETIC,2-1,1-0,5.6,6.8,5.7,59,41,5.0,6.0,12.0,1.0,7.0,15.0,87.0,10.0,12.0,12.0,2.0,0.0,0.0,2.0,2.0,7.0,3.0,3.0,23.0,82.0,9.0,16.0,20.0,3.0,0.0,0.0,2,1,1,2,2020
2489,REAL BETIS,OSASUNA,1-0,0-0,3.8,6.7,6.1,65,35,3.0,4.0,8.0,1.0,3.0,24.0,87.0,20.0,18.0,12.0,1.0,0.0,0.0,8.0,5.0,15.0,2.0,4.0,22.0,74.0,26.0,20.0,6.0,1.0,0.0,0.0,1,0,0,1,2020
2490,ALAVÉS,VALLADOLID,1-0,0-0,3.4,6.9,5.0,55,45,10.0,5.0,20.0,5.0,11.0,21.0,71.0,41.0,14.0,11.0,4.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,24.0,68.0,26.0,40.0,17.0,4.0,0.0,0.0,1,0,0,1,2020
2491,LEVANTE,GRANADA,2-2,1-1,7.3,6.4,5.9,60,40,3.0,7.0,11.0,1.0,6.0,34.0,79.0,19.0,26.0,12.0,1.0,0.0,0.0,5.0,5.0,11.0,1.0,2.0,25.0,65.0,16.0,13.0,13.0,3.0,0.0,0.0,2,2,2,2,2020
2492,HUESCA,REAL MADRID,1-2,0-0,6.7,5.5,6.7,34,66,9.0,2.0,13.0,2.0,3.0,19.0,76.0,8.0,22.0,18.0,2.0,0.0,0.0,5.0,7.0,18.0,6.0,9.0,21.0,88.0,11.0,10.0,9.0,1.0,0.0,0.0,1,2,2,1,2020
2493,ELCHE,VILLARREAL,2-2,0-2,7.1,6.7,6.3,45,55,4.0,2.0,8.0,2.0,4.0,16.0,85.0,6.0,13.0,17.0,1.0,0.0,0.0,4.0,4.0,9.0,1.0,2.0,12.0,85.0,15.0,17.0,5.0,2.0,0.0,0.0,2,2,2,2,2020
2494,SEVILLA FC,GETAFE,3-0,0-0,5.8,7.9,4.3,77,23,11.0,5.0,17.0,1.0,3.0,16.0,91.0,19.0,7.0,10.0,1.0,0.0,0.0,2.0,1.0,5.0,2.0,1.0,24.0,64.0,10.0,14.0,11.0,4.0,0.0,1.0,3,0,0,3,2020
2495,REAL SOCIEDAD,CÁDIZ CF,4-1,2-0,5.4,7.6,4.7,75,25,4.0,6.0,17.0,7.0,5.0,21.0,90.0,6.0,3.0,7.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,17.0,70.0,10.0,19.0,7.0,2.0,0.0,1.0,4,1,1,4,2020
2496,ATHLETIC,VALENCIA,1-1,1-0,4.3,6.3,6.3,50,50,6.0,2.0,11.0,3.0,6.0,20.0,76.0,19.0,14.0,10.0,2.0,0.0,0.0,9.0,2.0,15.0,4.0,6.0,21.0,79.0,17.0,23.0,8.0,1.0,0.0,0.0,1,1,1,1,2020
2497,OSASUNA,EIBAR,2-1,1-1,5.6,6.6,5.9,55,45,5.0,4.0,12.0,3.0,2.0,25.0,69.0,33.0,15.0,10.0,0.0,0.0,0.0,5.0,3.0,12.0,4.0,1.0,34.0,68.0,32.0,22.0,11.0,0.0,0.0,0.0,2,1,1,2,2020
2498,REAL BETIS,BARCELONA,2-3,1-0,8.1,5.7,6.9,36,64,1.0,5.0,8.0,2.0,3.0,16.0,82.0,8.0,13.0,21.0,1.0,0.0,0.0,6.0,4.0,12.0,2.0,5.0,8.0,91.0,9.0,10.0,7.0,3.0,0.0,0.0,2,3,3,2,2020
2499,ATLETICO MADRID,CELTA,2-2,1-1,6.8,6.3,6.7,45,55,4.0,2.0,9.0,3.0,1.0,24.0,78.0,13.0,13.0,12.0,2.0,0.0,0.0,1.0,2.0,7.0,4.0,4.0,18.0,83.0,15.0,16.0,17.0,2.0,0.0,0.0,2,2,2,2,2020
2500,CELTA,ELCHE,3-1,2-0,5.3,6.8,5.0,50,50,3.0,6.0,9.0,0.0,3.0,20.0,78.0,20.0,18.0,11.0,3.0,0.0,0.0,4.0,2.0,7.0,1.0,6.0,27.0,78.0,13.0,19.0,15.0,2.0,0.0,0.0,3,1,1,3,2020
2501,GRANADA,ATLETICO MADRID,1-2,0-0,5.2,5.6,6.8,39,61,4.0,1.0,6.0,1.0,7.0,29.0,63.0,16.0,14.0,14.0,0.0,0.0,0.0,5.0,4.0,10.0,1.0,3.0,23.0,78.0,29.0,16.0,20.0,5.0,0.0,0.0,1,2,2,1,2020
2502,SEVILLA FC,HUESCA,1-0,0-0,3.9,6.1,5.9,66,34,6.0,4.0,14.0,4.0,6.0,21.0,87.0,20.0,27.0,14.0,3.0,0.0,0.0,2.0,5.0,9.0,2.0,6.0,24.0,71.0,19.0,15.0,15.0,4.0,0.0,0.0,1,0,0,1,2020
2503,EIBAR,VALLADOLID,1-1,1-1,3.5,5.8,5.8,54,46,7.0,2.0,14.0,5.0,7.0,36.0,69.0,38.0,23.0,15.0,2.0,0.0,0.0,2.0,1.0,5.0,2.0,3.0,28.0,59.0,26.0,33.0,12.0,3.0,0.0,0.0,1,1,1,1,2020
2504,BARCELONA,ALAVÉS,5-1,2-0,6.2,8.5,4.7,73,27,4.0,9.0,17.0,4.0,5.0,17.0,91.0,10.0,15.0,10.0,0.0,0.0,0.0,3.0,2.0,6.0,1.0,4.0,8.0,74.0,12.0,10.0,14.0,2.0,0.0,0.0,5,1,1,5,2020
2505,GETAFE,REAL SOCIEDAD,0-1,0-1,2.3,5.4,6.4,44,56,1.0,0.0,4.0,3.0,2.0,23.0,62.0,26.0,19.0,23.0,3.0,0.0,0.0,1.0,2.0,3.0,0.0,5.0,29.0,72.0,23.0,11.0,19.0,3.0,0.0,0.0,0,1,1,0,2020
2506,REAL MADRID,VALENCIA,2-0,2-0,4.2,7.6,5.1,61,39,4.0,7.0,16.0,5.0,6.0,20.0,91.0,7.0,5.0,13.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,13.0,84.0,11.0,9.0,12.0,3.0,0.0,0.0,2,0,0,2,2020
2507,LEVANTE,OSASUNA,0-1,0-0,3.1,5.6,6.4,63,37,4.0,4.0,13.0,5.0,2.0,27.0,76.0,25.0,7.0,13.0,1.0,0.0,0.0,4.0,2.0,7.0,1.0,1.0,25.0,65.0,27.0,23.0,10.0,2.0,0.0,0.0,0,1,1,0,2020
2508,VILLARREAL,REAL BETIS,1-2,0-1,5.7,5.8,6.4,56,44,3.0,5.0,9.0,1.0,7.0,21.0,85.0,12.0,11.0,19.0,3.0,0.0,0.0,6.0,4.0,15.0,5.0,3.0,17.0,80.0,15.0,22.0,13.0,2.0,0.0,0.0,1,2,2,1,2020
2509,CÁDIZ CF,ATHLETIC,0-4,0-3,5.3,4.6,8.4,42,58,5.0,2.0,11.0,4.0,5.0,16.0,78.0,9.0,11.0,15.0,3.0,0.0,0.0,4.0,8.0,13.0,1.0,8.0,21.0,82.0,9.0,19.0,13.0,2.0,0.0,0.0,0,4,4,0,2020
2510,REAL BETIS,GETAFE,1-0,0-0,3.7,6.3,4.7,65,35,5.0,5.0,12.0,2.0,5.0,27.0,78.0,17.0,16.0,17.0,4.0,1.0,0.0,3.0,1.0,6.0,2.0,2.0,29.0,65.0,30.0,8.0,18.0,4.0,0.0,0.0,1,0,0,1,2020
2511,ELCHE,EIBAR,1-0,1-0,2.9,6.6,5.3,49,51,4.0,2.0,6.0,0.0,1.0,17.0,70.0,26.0,20.0,16.0,2.0,0.0,0.0,8.0,3.0,13.0,2.0,4.0,24.0,72.0,20.0,8.0,9.0,1.0,0.0,0.0,1,0,0,1,2020
2512,ATLETICO MADRID,LEVANTE,0-2,0-1,6.1,6.2,6.3,55,45,13.0,11.0,28.0,4.0,12.0,25.0,86.0,15.0,10.0,10.0,2.0,0.0,0.0,3.0,2.0,6.0,1.0,2.0,14.0,78.0,4.0,32.0,15.0,3.0,0.0,0.0,0,2,2,0,2020
2513,VALENCIA,CELTA,2-0,0-0,4.6,6.8,5.2,58,42,6.0,3.0,10.0,1.0,6.0,19.0,82.0,26.0,18.0,9.0,2.0,0.0,0.0,3.0,2.0,5.0,1.0,1.0,24.0,76.0,20.0,26.0,19.0,3.0,0.0,1.0,2,0,0,2,2020
2514,VALLADOLID,REAL MADRID,0-1,0-0,3.3,6.0,6.6,34,66,1.0,5.0,9.0,3.0,4.0,29.0,71.0,10.0,21.0,13.0,4.0,0.0,0.0,7.0,2.0,10.0,1.0,5.0,25.0,87.0,21.0,16.0,11.0,2.0,0.0,0.0,0,1,1,0,2020
2515,BARCELONA,CÁDIZ CF,1-1,1-0,4.6,6.0,6.6,81,19,11.0,4.0,20.0,5.0,8.0,29.0,92.0,17.0,10.0,13.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,15.0,55.0,11.0,26.0,12.0,2.0,0.0,0.0,1,1,1,1,2020
2516,REAL SOCIEDAD,ALAVÉS,4-0,1-0,4.5,7.8,5.1,65,35,1.0,4.0,8.0,4.0,4.0,24.0,83.0,14.0,17.0,17.0,3.0,0.0,0.0,3.0,2.0,7.0,2.0,3.0,20.0,74.0,26.0,20.0,16.0,2.0,0.0,0.0,4,0,0,4,2020
2517,HUESCA,GRANADA,3-2,3-1,8.2,6.2,4.2,60,40,7.0,6.0,15.0,2.0,5.0,15.0,79.0,19.0,8.0,13.0,3.0,0.0,0.0,3.0,5.0,8.0,0.0,2.0,27.0,70.0,16.0,20.0,14.0,3.0,0.0,1.0,3,2,2,3,2020
2518,ATHLETIC,VILLARREAL,1-1,1-1,4.5,6.8,6.3,48,52,3.0,8.0,18.0,7.0,6.0,28.0,87.0,11.0,8.0,12.0,2.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,16.0,84.0,6.0,19.0,12.0,2.0,0.0,0.0,1,1,1,1,2020
2519,OSASUNA,SEVILLA FC,0-2,0-1,4.0,5.2,7.0,41,59,5.0,0.0,6.0,1.0,3.0,18.0,76.0,20.0,14.0,14.0,2.0,0.0,0.0,2.0,5.0,10.0,3.0,5.0,26.0,82.0,19.0,18.0,15.0,2.0,0.0,0.0,0,2,2,0,2020
2520,LEVANTE,ATHLETIC,1-1,1-0,4.7,5.6,6.2,44,56,5.0,4.0,10.0,1.0,2.0,21.0,77.0,5.0,22.0,11.0,3.0,0.0,0.0,4.0,5.0,11.0,2.0,10.0,17.0,84.0,15.0,8.0,13.0,1.0,0.0,1.0,1,1,1,1,2020
2521,EIBAR,HUESCA,1-1,0-0,4.6,5.7,6.7,55,45,11.0,3.0,17.0,3.0,6.0,13.0,81.0,24.0,18.0,19.0,2.0,0.0,0.0,2.0,1.0,4.0,1.0,2.0,27.0,71.0,25.0,17.0,11.0,2.0,0.0,0.0,1,1,1,1,2020
2522,SEVILLA FC,BARCELONA,0-2,0-1,4.5,5.3,7.4,44,56,2.0,2.0,4.0,0.0,3.0,16.0,84.0,12.0,9.0,20.0,5.0,0.0,0.0,3.0,5.0,9.0,1.0,3.0,9.0,87.0,9.0,8.0,9.0,2.0,0.0,0.0,0,2,2,0,2020
2523,ALAVÉS,OSASUNA,0-1,0-0,2.4,5.2,6.6,53,47,2.0,1.0,4.0,1.0,5.0,22.0,70.0,25.0,24.0,18.0,3.0,0.0,0.0,1.0,3.0,6.0,2.0,2.0,28.0,66.0,28.0,23.0,20.0,4.0,0.0,0.0,0,1,1,0,2020
2524,GETAFE,VALENCIA,3-0,1-0,5.0,6.5,5.1,42,58,8.0,4.0,15.0,3.0,3.0,30.0,59.0,21.0,15.0,21.0,5.0,0.0,0.0,3.0,0.0,5.0,2.0,6.0,23.0,69.0,29.0,19.0,12.0,2.0,0.0,1.0,3,0,0,3,2020
